skill_id,source_type,source_id,mention_text,matched_via,confidence,start_char,end_char
UNKNOWN_SKILL,resume_raw_skill,06_skills:111767,"production, test and development databases",unresolved,0.5397794306052203,0,42
UNKNOWN_SKILL,resume_raw_skill,06_skills:9140,Workflow tracking,unresolved,0.44158462320868086,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:40609,Perform regular backups to ensure data preservation,unresolved,0.6239309602596798,0,51
UNKNOWN_SKILL,resume_raw_skill,06_skills:20098,CMMI Level 2 & Level 3 Initiation & Inspection Preparation,unresolved,0.34330123338180524,0,58
UNKNOWN_SKILL,resume_raw_skill,06_skills:63848,Order or buy computer systems,unresolved,0.4541296350700149,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:52956,Recording methods,unresolved,0.6162783801610617,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:129320,Support internal and external audit activities,unresolved,0.5295363879364787,0,46
SKILL_0003,resume_raw_skill,06_skills:223492,TDE/Tablespace Encryption,embedding,0.6927177955531083,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:94185,Oracle 11g Real Application Cluster (RAC),unresolved,0.49611605741692294,0,41
UNKNOWN_SKILL,resume_raw_skill,06_skills:94277,Web tier,unresolved,0.46772664643231676,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:176034,Project Closure,unresolved,0.5328506709473781,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:74471,Application Insights,unresolved,0.5383882580233501,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:159070,Security certification test,unresolved,0.4545825972384574,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:224050,Develop solution to complex issue by streamlining the production release of 40 Engineering applications for Systems Engineering. Interface directly with internal and external customers. Create and implement a Lean+ release management process that increased developer productivity by 9%,unresolved,0.43648308883479564,0,285
UNKNOWN_SKILL,resume_raw_skill,06_skills:193676,Close incident tickets within SLA,unresolved,0.3806917701655079,0,33
UNKNOWN_SKILL,resume_raw_skill,06_skills:181660,AD administration including group policy design,unresolved,0.5262408338064948,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:147182,Windows 2008 and 2012 ERPM Servers,unresolved,0.3652197597149473,0,34
UNKNOWN_SKILL,resume_raw_skill,06_skills:144243,creating and disabling accounts,unresolved,0.39198507672458754,0,31
SKILL_0391,resume_raw_skill,06_skills:219949,Scrum principles,embedding,0.7179823176011134,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:1943,Supported small business networks with NT Server 4.0,unresolved,0.44759377199422434,0,52
UNKNOWN_SKILL,resume_raw_skill,06_skills:210108,Bowel and bladder care (diaper),unresolved,0.25537115723082393,0,31
UNKNOWN_SKILL,resume_raw_skill,06_skills:140463,SVN 2.0,unresolved,0.19943003756966984,0,7
SKILL_0209,resume_raw_skill,06_skills:94224,User Access control,embedding,0.8192129475279425,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:97831,"Analyzed, restructured, and cut costs in the over one-million-dollar IT budget",unresolved,0.29070057579318875,0,78
UNKNOWN_SKILL,resume_raw_skill,06_skills:46956,"Raised $14,000 for programming in the 2014 - 2015 season",unresolved,0.3526549385882716,0,56
UNKNOWN_SKILL,resume_raw_skill,06_skills:188495,M2M,unresolved,0.24945592183915974,0,3
SKILL_0285,resume_raw_skill,06_skills:74274,ERP system administration,embedding,0.7032648151243499,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:193387,Development and testing of alternate relocation facilities,unresolved,0.39266208422732396,0,58
UNKNOWN_SKILL,resume_raw_skill,06_skills:129032,NIST SP 800-53a,unresolved,0.2171668481937685,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:194004,Network/Technical Support,unresolved,0.4703492848062321,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:225953,Data entry into CJA computer database,unresolved,0.50471719381157,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:165773,WSJ.com Newsletters,unresolved,0.26241464759838057,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:165671,Managing development,unresolved,0.6113545588711642,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:72725,Front-end maintenance,unresolved,0.5032597739020738,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:84376,Generated and updated project plan and time lines,unresolved,0.4406273002660869,0,49
UNKNOWN_SKILL,resume_raw_skill,06_skills:155210,Support the Regulatory Department by preparing Ingredient Statements as needed,unresolved,0.307724072220667,0,78
SKILL_0111,resume_raw_skill,06_skills:181911,Third Party Risk Assessments,embedding,0.7445107115214114,0,28
UNKNOWN_SKILL,resume_raw_skill,06_skills:151778,high performance SAN disk subsystems,unresolved,0.49060804589230717,0,36
SKILL_0087,resume_raw_skill,06_skills:36227,managing employees,embedding,0.8462461081885563,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:3982,Worked on Custom Workflows,unresolved,0.5767827070116277,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:137359,VMware View (VDI),unresolved,0.3556287560436132,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:107686,Server administrator for all server environments including Server 03/08/12 and LINUX,unresolved,0.5064859981011041,0,84
UNKNOWN_SKILL,resume_raw_skill,06_skills:39856,Juniper Ex series,unresolved,0.6450815053460424,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:27112,Problem Requests,unresolved,0.45705490426266715,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:40000,Qubit platform,unresolved,0.5663134542104895,0,14
SKILL_0450,resume_raw_skill,06_skills:57657,SoftwareArchitecture,embedding,0.7686082348951108,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:141339,chatbot development,unresolved,0.5715808739666458,0,19
SKILL_0111,resume_raw_skill,06_skills:131174,Security Gap Assessment,embedding,0.6585580841233305,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:213630,Server 2008 Migration,unresolved,0.45026313876046736,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:104632,"Upgraded MLS to new hardware, DB and OS",unresolved,0.4354875459345886,0,39
UNKNOWN_SKILL,resume_raw_skill,06_skills:47654,"In-depth Citrix application knowledge and client support for; GoToMyPC, XenApp, XenDesktop, ShareFile, GoToMetting, Citrix Cloud Salesforce, Service-Now, Remedy",unresolved,0.32991042845049845,0,160
UNKNOWN_SKILL,resume_raw_skill,06_skills:13717,AKO support,unresolved,0.644791662003277,0,11
SKILL_0602,resume_raw_skill,06_skills:190680,Appointments,embedding,0.766291495709818,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:196126,Closely collaborated with project members,unresolved,0.5210286685418123,0,41
UNKNOWN_SKILL,resume_raw_skill,06_skills:159476,"Maintained Citrix, Windows, Oracle, and Unix based systems",unresolved,0.3577156031597929,0,58
UNKNOWN_SKILL,resume_raw_skill,06_skills:93062,Execution plan,unresolved,0.549641137948198,0,14
SKILL_0296,resume_raw_skill,06_skills:207636,Computer network operation,embedding,0.7104437725318821,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:133840,OS/2,unresolved,0.3687098123685013,0,4
SKILL_0091,resume_raw_skill,06_skills:105437,Monitor performance of AWRDS application,embedding,0.6690414048669986,0,40
UNKNOWN_SKILL,resume_raw_skill,06_skills:175630,E911,unresolved,0.3377527249912803,0,4
UNKNOWN_SKILL,resume_raw_skill,06_skills:107843,Delivered individual branded help centers using handlebars.js - https://support.clickpay.com/hc/en-us repo is available on Github for previous Help Center,unresolved,0.47008151946186605,0,154
SKILL_0153,resume_raw_skill,06_skills:69085,.Net (C#),embedding,0.798613772928476,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:162818,Greenplumb,unresolved,0.2593898575745613,0,10
SKILL_0634,resume_raw_skill,06_skills:86113,COTS Evaluation,embedding,0.732176677619315,0,15
SKILL_0446,resume_raw_skill,06_skills:15833,Oracle OEM 12C,embedding,0.7105458821036241,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:32340,"Assignment rules, Escalation rules",unresolved,0.5455731126674168,0,34
UNKNOWN_SKILL,resume_raw_skill,06_skills:221076,Email alert,unresolved,0.43692530034119187,0,11
UNKNOWN_SKILL,resume_raw_skill,06_skills:12965,Troubleshooting all department networks and office tickets,unresolved,0.5199869851553316,0,58
UNKNOWN_SKILL,resume_raw_skill,06_skills:136439,Trained on coming librarians and worked in the research department,unresolved,0.3456810321942297,0,66
SKILL_0322,resume_raw_skill,06_skills:91682,alumni assistance,embedding,0.7314886252103616,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:142892,Form API,unresolved,0.6284270456946277,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:37408,Governance and Change Management,unresolved,0.5733254355009263,0,32
UNKNOWN_SKILL,resume_raw_skill,06_skills:153074,built the website,unresolved,0.4888777636369833,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:34347,Equipment Maintenance,unresolved,0.5029040036190114,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:174189,Oracle HCM Cloud Transformation Program,unresolved,0.42362758138836704,0,39
SKILL_0606,resume_raw_skill,06_skills:193432,SYBASE reliability,embedding,0.6716666241407571,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:65999,Ensuring responsiveness,unresolved,0.48382650365972935,0,23
SKILL_0546,resume_raw_skill,06_skills:87101,Web Services (REST & Soap),embedding,0.7591867961636269,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:91784,Safe Harbor/Privacy,unresolved,0.5374344640406902,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:163144,Maintained Hadoop environment,unresolved,0.559726616879645,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:19671,Design and implement High Availability and Disaster Recovery (HADR) for highly critical databases,unresolved,0.4507770470652916,0,97
SKILL_0446,resume_raw_skill,06_skills:50314,Oracle 8i - 9i,embedding,0.982172312583269,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:69338,Plot.ly,unresolved,0.14959802885767937,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:193704,Sharepoint sites,unresolved,0.3711658445387557,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:80096,STRUTS 1.1,unresolved,0.2968627046205525,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:27887,Phone Orders,unresolved,0.42649384528054973,0,12
UNKNOWN_SKILL,resume_raw_skill,06_skills:140586,"Skilled at remembering names and preferences of individual customers to provide friendly, personalized service",unresolved,0.31088438803651924,0,110
UNKNOWN_SKILL,resume_raw_skill,06_skills:15128,"Administered Enterprise Backup Systems, SQL DBA duties, and SAN Architect",unresolved,0.42303077453522697,0,73
UNKNOWN_SKILL,resume_raw_skill,06_skills:884,GSIM,unresolved,0.20405715432400476,0,4
UNKNOWN_SKILL,resume_raw_skill,06_skills:216064,Regional accounts,unresolved,0.4645718650291397,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:177205,BW-HR,unresolved,0.3059504952479646,0,5
UNKNOWN_SKILL,resume_raw_skill,06_skills:107091,"Support and troubleshooting servers, computers, wireless, routers, printers, copiers, and mobile devices",unresolved,0.44651546764131234,0,104
UNKNOWN_SKILL,resume_raw_skill,06_skills:21838,JavaScript-based site features,unresolved,0.6171312460843226,0,30
SKILL_0361,resume_raw_skill,06_skills:30124,Six sigma lean process,embedding,0.9045369052626472,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:103636,"Designed, planned and implemented four highly-available, redundant, multi-pathed production environments in two different physical locations for Reed Group's SaaS offering",unresolved,0.3157168938633366,0,171
UNKNOWN_SKILL,resume_raw_skill,06_skills:65086,Planning implementation and deployment of new infrastructure,unresolved,0.5446709660064615,0,60
UNKNOWN_SKILL,resume_raw_skill,06_skills:64846,VMWare 5.5/6 environment and storage,unresolved,0.5825698219543373,0,36
UNKNOWN_SKILL,resume_raw_skill,06_skills:86223,LAN using 2691 series Routers and 2950 series switches,unresolved,0.3061745202291421,0,54
UNKNOWN_SKILL,resume_raw_skill,06_skills:154007,Develop websites from start to finish,unresolved,0.4705265010699212,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:93917,IOC/AOP,unresolved,0.4251701706400906,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:107321,"Integration of GSM, UMTS, LTE",unresolved,0.4899929015032117,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:211131,Sales Cloud and Service Cloud customization,unresolved,0.5357764015467764,0,43
SKILL_0362,resume_raw_skill,06_skills:128050,Planning,embedding,0.7762750542277287,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:3016,Migrations and Deployments,unresolved,0.6226419730044979,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:160664,composer,unresolved,0.5452652703334216,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:208990,Datagaurd,unresolved,0.2829380813766435,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:114134,"Designed, built, maintenance and implemented network systems across the company, troubleshooting TCP/IP DNS, and CISCO VPN",unresolved,0.414265801362669,0,122
UNKNOWN_SKILL,resume_raw_skill,06_skills:14962,Overhead projectors,unresolved,0.4953441219857915,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:129050,Installation & configuration of multi-node SQL cluster up to 4 nodes,unresolved,0.3660919667853268,0,68
UNKNOWN_SKILL,resume_raw_skill,06_skills:20319,Database production change management,unresolved,0.5987151526126115,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:75614,Evaluator,unresolved,0.6171822215187082,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:207835,Gained SSCP Certificate,unresolved,0.29270574111962816,0,23
SKILL_0570,resume_raw_skill,06_skills:106432,Compliance with Army regulations,embedding,0.7431335167024848,0,32
SKILL_0452,resume_raw_skill,06_skills:159446,CQ5 Development and Deployment,embedding,0.6887374595877261,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:28504,"Assisted users throughout entire deployment process by providing assistance with data migration/recovery, drive/printer mapping, software activation/installation, and basic troubleshooting",unresolved,0.3853015138332655,0,188
UNKNOWN_SKILL,resume_raw_skill,06_skills:25306,"Responsible for Oracle logical and physical databases design, implementation and maintenance on UNIX",unresolved,0.3605611392570307,0,100
UNKNOWN_SKILL,resume_raw_skill,06_skills:35965,Orchestrated research experiments and surveys on campus,unresolved,0.4021276836035329,0,55
UNKNOWN_SKILL,resume_raw_skill,06_skills:156528,"Jobs for maintenance in terms of updating statistics, rebuilding indexes, scheduled full/diff/log backups, refreshing database environments periodically or on demand",unresolved,0.25420423721998353,0,165
UNKNOWN_SKILL,resume_raw_skill,06_skills:138892,"Responsible for upgrading software applications, performing anti virus checks, and providing efficient customer service",unresolved,0.33118033980403966,0,119
UNKNOWN_SKILL,resume_raw_skill,06_skills:142233,DC Consolidation,unresolved,0.3388088276968688,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:5810,problem resolution and fix creation,unresolved,0.6363269883418652,0,35
UNKNOWN_SKILL,resume_raw_skill,06_skills:55138,Provided email support for a variety of API platforms and services,unresolved,0.41995913536566765,0,66
UNKNOWN_SKILL,resume_raw_skill,06_skills:178403,Managing Government Records Directive,unresolved,0.4574299615207472,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:177556,Ricoh device configuration,unresolved,0.5399887970464904,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:59577,Informatica 6.0/6.1,unresolved,0.44556019090383187,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:53667,Cloud Front,unresolved,0.4520376894647519,0,11
UNKNOWN_SKILL,resume_raw_skill,06_skills:195447,Accela,unresolved,0.4216306042691753,0,6
UNKNOWN_SKILL,resume_raw_skill,06_skills:108082,Spring Web Sockets,unresolved,0.4994312559794726,0,18
SKILL_0407,resume_raw_skill,06_skills:18752,Software requirements,embedding,0.7906643546887954,0,21
SKILL_0197,resume_raw_skill,06_skills:72785,Technical content / documentation,embedding,0.7963696336456292,0,33
UNKNOWN_SKILL,resume_raw_skill,06_skills:66947,Engineering Change Proposal (ECP 004),unresolved,0.5304601032207611,0,37
UNKNOWN_SKILL,resume_raw_skill,06_skills:138934,Tier II helpdesk administrative support,unresolved,0.5406919818007356,0,39
UNKNOWN_SKILL,resume_raw_skill,06_skills:147057,Ghosted laptops and desktops for employees,unresolved,0.43493082768467967,0,42
UNKNOWN_SKILL,resume_raw_skill,06_skills:123451,Chip brush in chipper,unresolved,0.2117980979315555,0,21
UNKNOWN_SKILL,resume_raw_skill,06_skills:87948,Exchange Admin Center (EAC),unresolved,0.3560623751604781,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:49985,Mission Planning,unresolved,0.5430049353915184,0,16
UNKNOWN_SKILL,resume_raw_skill,06_skills:19101,Perform move/add/changes in local office; perform asset disposal process and liaise with vendor to schedule pick-ups,unresolved,0.3423451763480959,0,116
UNKNOWN_SKILL,resume_raw_skill,06_skills:163490,training documentation,unresolved,0.6112555576619708,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:210768,system access,unresolved,0.5426556929064384,0,13
SKILL_0083,resume_raw_skill,06_skills:63099,Managed database security,embedding,0.6994002286940492,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:82116,"Collaborated with program managers, product owners, and scrum masters",unresolved,0.5544177845140348,0,69
UNKNOWN_SKILL,resume_raw_skill,06_skills:136847,touring schedules,unresolved,0.6400579101676496,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:38249,Data Pipeline,unresolved,0.6252288549890181,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:221108,clarifying numerical and character keys in data fields,unresolved,0.4195898079788583,0,54
UNKNOWN_SKILL,resume_raw_skill,06_skills:103627,MacOS Imaging,unresolved,0.4810672171645018,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:193062,Operations and maintenance,unresolved,0.537965614023387,0,26
UNKNOWN_SKILL,resume_raw_skill,06_skills:30004,Thales theorem,unresolved,0.4245301398613232,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:146424,Pharmaceutical,unresolved,0.29850235997984803,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:158552,SAP business cycles revision,unresolved,0.4159710602568924,0,28
UNKNOWN_SKILL,resume_raw_skill,06_skills:57516,System Controls and Analytics (SCA) Team,unresolved,0.5122278636708039,0,40
UNKNOWN_SKILL,resume_raw_skill,06_skills:83184,Adwords,unresolved,0.2805343879237016,0,7
SKILL_0149,resume_raw_skill,06_skills:119858,T- SQL,embedding,0.8618947009318636,0,6
UNKNOWN_SKILL,resume_raw_skill,06_skills:111232,HIXNY Monitoring and Investigations,unresolved,0.5431319821687298,0,35
UNKNOWN_SKILL,resume_raw_skill,06_skills:156180,Security Control Assessor Representative (SCAR),unresolved,0.3937762733322181,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:92920,Web Driver,unresolved,0.4987120433211054,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:216485,software installation and maintenance,unresolved,0.5002658953453969,0,37
SKILL_0322,resume_raw_skill,06_skills:23421,System Test and Support,embedding,0.7035004809444765,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:139050,"Initiate, review, or approve modifications to project plans",unresolved,0.3541507842664898,0,59
UNKNOWN_SKILL,resume_raw_skill,06_skills:63499,Malicious code de-obfuscation,unresolved,0.2700708402877218,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:168054,Responsible for day-to-day technical troubleshooting at three local locations and one remote location,unresolved,0.3572557073795984,0,101
UNKNOWN_SKILL,resume_raw_skill,06_skills:72245,"Chef, AWS, Docker, Ansible",unresolved,0.2807416354379129,0,26
SKILL_0106,resume_raw_skill,06_skills:146792,IT Quality Assurance,embedding,0.8180058342308523,0,20
UNKNOWN_SKILL,resume_raw_skill,06_skills:101613,interfaced with sales team and merchandise managers,unresolved,0.4269889722963857,0,51
UNKNOWN_SKILL,resume_raw_skill,06_skills:96651,Implemented and Scheduled Replication process for updating our parallel servers,unresolved,0.40713665124688897,0,79
SKILL_0532,resume_raw_skill,06_skills:106922,Github/Git,embedding,0.8063703808581096,0,10
SKILL_0149,resume_raw_skill,06_skills:176987,SQL Yog,embedding,0.7876991334591429,0,7
UNKNOWN_SKILL,resume_raw_skill,06_skills:483,Security model implementation,unresolved,0.5350641963976275,0,29
UNKNOWN_SKILL,resume_raw_skill,06_skills:179166,New features update,unresolved,0.4785699829711316,0,19
UNKNOWN_SKILL,resume_raw_skill,06_skills:11961,"Designed, installed, and maintained multiple ip networks, Windows server and VOIP systems environments",unresolved,0.3536365514191469,0,102
UNKNOWN_SKILL,resume_raw_skill,06_skills:185455,Did daily and weekly audit of driver logbooks,unresolved,0.2883289220551297,0,45
UNKNOWN_SKILL,resume_raw_skill,06_skills:28908,Obsolete inventory elimination,unresolved,0.3739212910453033,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:66996,GRP (Guaranteed Restore Point),unresolved,0.4172610858011199,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:44822,Financial documents,unresolved,0.4698949046169735,0,19
SKILL_0004,resume_raw_skill,06_skills:188481,Infrastructure Analysis,embedding,0.7997116100285325,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:143216,Shortcodes,unresolved,0.44746205597817246,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:208248,diagnosing and resolving problems across a variety of hardware platforms,unresolved,0.4699091445019601,0,72
UNKNOWN_SKILL,resume_raw_skill,06_skills:40844,Create technical specs,unresolved,0.6204171227549257,0,22
UNKNOWN_SKILL,resume_raw_skill,06_skills:184558,IAM/IDM components,unresolved,0.5544854860891246,0,18
SKILL_0322,resume_raw_skill,06_skills:86593,Con-Ops Assistance,embedding,0.7154689961076351,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:59565,Used TeamViewer to remotely conduct software installations and updates,unresolved,0.31835150089813563,0,70
UNKNOWN_SKILL,resume_raw_skill,06_skills:86629,end-to-end testing,unresolved,0.4324453869133722,0,18
SKILL_0397,resume_raw_skill,06_skills:161381,JavaScript methods,embedding,0.8246558109012267,0,18
SKILL_0446,resume_raw_skill,06_skills:18338,Oracle 9i/ 10g,embedding,0.737204061753234,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:149908,MAPR 6.0,unresolved,0.2887285716634998,0,8
UNKNOWN_SKILL,resume_raw_skill,06_skills:214096,Eclipse IDE 3.6,unresolved,0.5623525112803053,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:77763,Provide status reports to project sponsors and stakeholders,unresolved,0.46469588796120137,0,59
UNKNOWN_SKILL,resume_raw_skill,06_skills:83084,E-BUSINESS,unresolved,0.556126340653136,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:147139,Novell Enterprise Server,unresolved,0.634702072561006,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:139351,EAP Server,unresolved,0.6116198465564643,0,10
UNKNOWN_SKILL,resume_raw_skill,06_skills:155188,"End user support, such as simple trouble shooting, and Citrix Goto Assist",unresolved,0.40745086441386535,0,73
UNKNOWN_SKILL,resume_raw_skill,06_skills:51217,"Corporate Project Deployment (HR, Corporate Planning, Healthcare IT)",unresolved,0.5137909591029031,0,68
SKILL_0446,resume_raw_skill,06_skills:26149,Oracle db,embedding,0.690131914208954,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:64741,Cost controls,unresolved,0.5445812503324454,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:104871,Windows NT 4.0,unresolved,0.21235114046534484,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:175193,Upgraded server and workstation operating systems in windows environments,unresolved,0.4307721653361697,0,73
UNKNOWN_SKILL,resume_raw_skill,06_skills:214825,Maven 2.x,unresolved,0.22432050434751044,0,9
UNKNOWN_SKILL,resume_raw_skill,06_skills:195052,Audio equipment,unresolved,0.5168415602347307,0,15
UNKNOWN_SKILL,resume_raw_skill,06_skills:43727,Cisco PIX and ASA firewalls,unresolved,0.5171300436170148,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:194945,Content Reporting,unresolved,0.629848124750781,0,17
UNKNOWN_SKILL,resume_raw_skill,06_skills:176520,Manage crime scene data,unresolved,0.5759278906866636,0,23
UNKNOWN_SKILL,resume_raw_skill,06_skills:41323,Surveillance System Support,unresolved,0.6357684708786812,0,27
UNKNOWN_SKILL,resume_raw_skill,06_skills:104043,Design Review,unresolved,0.639106919841585,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:77698,Zebra 140Xi III thermal printers,unresolved,0.2859798248148738,0,32
UNKNOWN_SKILL,resume_raw_skill,06_skills:163148,Security control effectiveness,unresolved,0.4977472130463136,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:51562,Reconcile or note and report discrepancies found in records,unresolved,0.33264678433652606,0,59
UNKNOWN_SKILL,resume_raw_skill,06_skills:177735,Resolve technical problems with Local Area Networks (LAN) and other systems,unresolved,0.5277411651638851,0,75
UNKNOWN_SKILL,resume_raw_skill,06_skills:29764,Attended to all the security needs of corporate by monitoring all activities,unresolved,0.3772366259946839,0,76
UNKNOWN_SKILL,resume_raw_skill,06_skills:216200,Continuous testing and reporting,unresolved,0.5233847351041806,0,32
UNKNOWN_SKILL,resume_raw_skill,06_skills:171197,IIS 5.0 / IIS 6.0/ IIS 7.0 Web server administration,unresolved,0.4089981061553728,0,52
UNKNOWN_SKILL,resume_raw_skill,06_skills:91935,Front-end UI Development,unresolved,0.6236109005982509,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:203803,CounselLink legal matter management,unresolved,0.6020291449446393,0,35
UNKNOWN_SKILL,resume_raw_skill,06_skills:168333,Apache MINA,unresolved,0.5405176438507932,0,11
UNKNOWN_SKILL,resume_raw_skill,06_skills:155171,Apex callouts,unresolved,0.27542368686793844,0,13
UNKNOWN_SKILL,resume_raw_skill,06_skills:114364,Candlestick Charts,unresolved,0.2715270344110658,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:209407,VOIP/SIP telephony,unresolved,0.24433186827046507,0,18
UNKNOWN_SKILL,resume_raw_skill,06_skills:20113,Onsite vendor assessments,unresolved,0.49484551044267927,0,25
SKILL_0541,resume_raw_skill,06_skills:134678,Design Pattern,embedding,0.697362566049906,0,14
UNKNOWN_SKILL,resume_raw_skill,06_skills:175789,Oracle patch application,unresolved,0.5290338759830765,0,24
UNKNOWN_SKILL,resume_raw_skill,06_skills:72325,Provided technical assistance to customers,unresolved,0.48715733833957864,0,42
UNKNOWN_SKILL,resume_raw_skill,06_skills:105581,Setting up departments structure and security permissions,unresolved,0.35618469625127414,0,57
UNKNOWN_SKILL,resume_raw_skill,06_skills:39764,Evaluated reports and paperwork for accuracy and correctness,unresolved,0.3842577374811981,0,60
UNKNOWN_SKILL,resume_raw_skill,06_skills:12440,LCDS,unresolved,0.21766033538176394,0,4
UNKNOWN_SKILL,resume_raw_skill,06_skills:32484,Host Website in open-source and IIS environment,unresolved,0.4661140189050377,0,47
UNKNOWN_SKILL,resume_raw_skill,06_skills:146971,Meeting Minutes,unresolved,0.6185592024220555,0,15
SKILL_0012,resume_raw_skill,06_skills:35615,HIPAA security compliance,embedding,0.7589186528560413,0,25
UNKNOWN_SKILL,resume_raw_skill,06_skills:178113,Responsible for coordinating a network upgrade IT project at a medical facility,unresolved,0.3711120554570453,0,79
UNKNOWN_SKILL,resume_raw_skill,06_skills:196743,"Maintain installed PCs, networks, telephone systems with routine maintenance",unresolved,0.5208759286864756,0,76
UNKNOWN_SKILL,resume_raw_skill,06_skills:154103,NAC Documentation and Training,unresolved,0.5481811312351371,0,30
UNKNOWN_SKILL,resume_raw_skill,06_skills:153594,providing great retail experience,unresolved,0.4510329967275579,0,33
